abb,rival,is_local,base_puntos,base_x3pt,base_rebotes,base_asistencias,base_valoracion,alero_puntos,alero_x3pt,alero_rebotes,alero_asistencias,alero_valoracion,pivot_puntos,pivot_x3pt,pivot_rebotes,pivot_asistencias,pivot_valoracion,base_puntos_encontra,base_x3pt_encontra,base_rebotes_encontra,base_asistencias_encontra,base_valoracion_encontra,alero_puntos_encontra,alero_x3pt_encontra,alero_rebotes_encontra,alero_asistencias_encontra,alero_valoracion_encontra,pivot_puntos_encontra,pivot_x3pt_encontra,pivot_rebotes_encontra,pivot_asistencias_encontra,pivot_valoracion_encontra,num_jornada,id_match,matchweek_number,logo_cuadrado,logo_rival
LLT,Todos,Todas Local,26,3,3,7,25,35,6,11,6,44,50,4,16,11,63,22,2,6,9,23,28,3,10,5,24,34,2,12,3,34,NA,NA,Jor. NA,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/LLT.png,NA
LLT,Todos,Todas  Visitante,16,3,5,10,20,32,4,8,8,34,51,4,17,4,64,16,1,5,8,10,40,6,17,6,36,20,0,16,1,24,NA,NA,Jor. NA,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/LLT.png,NA
LLT,BAX,Local,31,5,6,5,28,34,4,9,6,43,57,4,22,10,73,22,0,8,14,25,32,4,10,3,29,39,3,8,6,34,1,104461,Jor. 1,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/LLT.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/BAX.png
LLT,MBA,Visitante,15,4,3,8,19,43,6,10,11,52,57,5,19,5,80,15,2,2,6,8,19,5,10,3,5,30,1,25,0,32,2,104469,Jor. 2,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/LLT.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/MBA.png
LLT,UCM,Local,24,2,2,8,23,38,6,14,6,49,47,3,14,10,59,31,3,3,1,25,28,0,11,6,21,21,1,10,2,27,3,104478,Jor. 3,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/LLT.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UCM.png
LLT,UNI,Local,24,3,2,8,23,33,8,11,7,40,46,5,13,12,58,14,2,6,12,20,24,4,9,5,22,41,2,19,1,42,4,104488,Jor. 4,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/LLT.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UNI.png
LLT,BKN,Visitante,18,2,7,13,21,20,1,7,4,17,45,2,15,2,47,17,0,8,11,11,62,7,24,10,66,10,0,6,2,16,5,104503,Jor. 5,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/LLT.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/BKN.png
MBA,Todos,Todas,17,2,4,10,18,29,7,11,5,28,33,2,18,2,33,22,4,5,10,20,43,6,12,9,44,37,3,18,5,51,NA,NA,Jor. NA,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/MBA.png,NA
MBA,Todos,Todas Local,23,2,3,8,20,30,8,12,8,24,36,2,24,2,43,30,6,6,12,27,39,5,14,10,46,45,3,18,4,59,NA,NA,Jor. NA,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/MBA.png,NA
MBA,Todos,Todas  Visitante,13,1,4,11,17,29,6,10,4,31,31,2,14,2,26,16,3,4,9,15,45,7,11,8,44,32,3,18,6,45,NA,NA,Jor. NA,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/MBA.png,NA
MBA,UCM,Visitante,14,0,6,12,16,24,5,6,2,25,26,0,11,2,18,17,5,6,11,17,52,7,18,12,61,26,2,15,7,37,1,104466,Jor. 1,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/MBA.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UCM.png
MBA,LLT,Local,15,2,2,6,8,19,5,10,3,5,30,1,25,0,32,15,4,3,8,19,43,6,10,11,52,57,5,19,5,80,2,104469,Jor. 2,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/MBA.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/LLT.png
MBA,GIR,Local,31,3,4,9,32,42,12,14,13,43,42,4,22,3,54,45,7,8,16,35,35,4,18,8,39,33,1,17,4,38,3,104480,Jor. 3,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/MBA.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/GIR.png
MBA,SBB,Visitante,15,1,3,13,20,24,5,8,3,22,32,1,14,1,30,19,2,5,7,17,39,7,8,3,32,23,1,20,4,34,4,104492,Jor. 4,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/MBA.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/SBB.png
MBA,DGC,Visitante,11,2,4,8,16,38,7,15,6,46,36,4,16,2,30,12,1,2,8,12,44,6,7,10,38,46,5,18,7,65,5,104497,Jor. 5,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/MBA.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/DGC.png
RMB,Todos,Todas,16,2,4,9,18,39,5,11,6,33,33,2,17,2,49,23,2,5,7,22,28,3,12,7,28,29,1,13,2,26,NA,NA,Jor. NA,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/RMB.png,NA
RMB,Todos,Todas Local,16,2,3,7,13,36,6,10,6,31,32,2,19,3,50,17,2,4,6,11,21,2,13,8,23,37,2,15,1,35,NA,NA,Jor. NA,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/RMB.png,NA
RMB,Todos,Todas  Visitante,17,2,6,12,26,42,4,12,6,36,34,2,14,2,46,32,3,8,8,38,38,4,10,5,35,18,0,12,2,12,NA,NA,Jor. NA,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/RMB.png,NA
RMB,DGC,Local,13,2,3,10,14,39,8,11,7,36,28,4,12,4,35,19,4,3,5,19,18,1,14,11,21,34,4,12,0,36,1,104464,Jor. 1,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/RMB.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/DGC.png
RMB,BKN,Visitante,18,2,4,10,22,42,4,8,7,30,33,4,10,2,42,39,2,13,13,63,38,5,5,5,28,11,0,2,1,5,2,104476,Jor. 2,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/RMB.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/BKN.png
RMB,BUR,Local,15,1,1,5,6,51,7,14,9,60,20,0,14,3,34,9,0,3,3,10,25,3,16,13,35,46,2,16,2,36,3,104482,Jor. 3,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/RMB.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/BUR.svg
RMB,BAX,Local,20,2,4,7,18,19,2,6,3,-2,48,2,32,1,81,23,1,5,9,5,20,2,8,1,13,32,1,16,2,34,4,104494,Jor. 4,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/RMB.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/BAX.png
RMB,CAZ,Visitante,16,1,8,13,29,43,4,15,6,41,36,1,19,2,51,25,4,3,3,12,38,2,16,5,42,24,0,21,3,20,5,104500,Jor. 5,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/RMB.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/CAZ.png
SBB,Todos,Todas,16,1,6,6,20,35,5,10,7,23,27,2,16,3,32,16,1,4,10,21,33,4,12,7,32,35,2,17,4,38,NA,NA,Jor. NA,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/SBB.png,NA
SBB,Todos,Todas Local,22,2,6,6,23,36,4,10,8,30,31,2,20,2,35,10,1,2,8,12,39,5,13,8,32,28,0,14,2,28,NA,NA,Jor. NA,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/SBB.png,NA
SBB,Todos,Todas  Visitante,12,1,7,6,17,34,5,10,6,18,25,1,14,3,29,19,1,6,12,27,29,3,11,7,31,40,3,19,6,45,NA,NA,Jor. NA,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/SBB.png,NA
SBB,UNI,Visitante,9,0,7,4,8,28,3,10,4,17,31,3,11,5,39,15,2,2,9,18,30,3,8,8,26,41,2,25,9,52,1,104459,Jor. 1,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/SBB.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UNI.png
SBB,BUR,Local,24,2,6,5,29,32,1,13,13,29,39,3,19,0,36,6,1,2,2,3,54,5,18,12,43,25,0,13,4,27,2,104475,Jor. 2,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/SBB.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/BUR.svg
SBB,JOV,Visitante,17,2,5,7,27,31,5,11,10,19,21,1,13,1,16,18,2,8,13,34,35,6,12,10,38,45,3,13,7,50,3,104481,Jor. 3,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/SBB.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/JOV.png
SBB,MBA,Local,19,2,5,7,17,39,7,8,3,32,23,1,20,4,34,15,1,3,13,20,24,5,8,3,22,32,1,14,1,30,4,104492,Jor. 4,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/SBB.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/MBA.png
SBB,BAX,Visitante,11,1,8,6,17,43,7,8,4,18,23,0,19,4,33,24,0,7,15,28,22,1,12,3,29,33,4,20,1,32,5,104495,Jor. 5,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/SBB.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/BAX.png
UCM,Todos,Todas,27,3,5,6,24,32,3,18,8,38,29,2,13,3,32,20,1,4,8,18,35,5,16,4,35,26,1,12,4,29,NA,NA,Jor. NA,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UCM.png,NA
UCM,Todos,Todas Local,26,4,6,8,28,38,4,20,9,47,28,2,12,4,30,26,1,5,8,25,32,4,16,2,32,16,0,9,2,14,NA,NA,Jor. NA,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UCM.png,NA
UCM,Todos,Todas  Visitante,28,3,4,5,21,28,3,17,7,32,29,3,13,1,34,16,1,3,8,14,37,5,16,5,38,33,1,14,5,39,NA,NA,Jor. NA,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UCM.png,NA
UCM,MBA,Local,17,5,6,11,17,52,7,18,12,61,26,2,15,7,37,14,0,6,12,16,24,5,6,2,25,26,0,11,2,18,1,104466,Jor. 1,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UCM.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/MBA.png
UCM,GIR,Visitante,27,4,6,4,22,38,5,18,4,42,28,2,14,1,34,15,1,4,10,8,41,6,15,2,37,15,1,17,4,17,2,104468,Jor. 2,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UCM.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/GIR.png
UCM,LLT,Visitante,31,3,3,1,25,28,0,11,6,21,21,1,10,2,27,24,2,2,8,23,38,6,14,6,49,47,3,14,10,59,3,104478,Jor. 3,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UCM.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/LLT.png
UCM,BKN,Local,36,4,6,6,39,24,2,22,6,33,29,2,10,2,24,38,2,4,4,34,40,3,25,3,38,6,0,7,3,10,4,104491,Jor. 4,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UCM.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/BKN.png
UCM,BAR,Visitante,25,1,2,10,17,17,3,23,12,32,39,5,15,1,40,9,1,2,5,10,32,4,18,6,27,37,0,12,1,41,5,104501,Jor. 5,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UCM.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/BAR.png
UNI,Todos,Todas,16,2,5,8,21,23,2,8,6,18,45,4,22,5,51,16,3,5,7,17,32,4,12,5,28,31,3,13,5,37,NA,NA,Jor. NA,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UNI.png,NA
UNI,Todos,Todas Local,16,2,5,8,22,26,2,9,6,20,44,4,24,5,50,16,3,6,6,16,32,3,13,4,26,25,1,11,3,30,NA,NA,Jor. NA,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UNI.png,NA
UNI,Todos,Todas  Visitante,16,2,6,9,20,20,2,6,5,16,45,4,20,4,52,16,2,4,8,20,31,5,10,7,31,40,6,16,8,48,NA,NA,Jor. NA,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UNI.png,NA
UNI,SBB,Local,15,2,2,9,18,30,3,8,8,26,41,2,25,9,52,9,0,7,4,8,28,3,10,4,17,31,3,11,5,39,1,104459,Jor. 1,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UNI.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/SBB.png
UNI,DGC,Visitante,17,2,6,6,19,15,1,3,5,9,49,6,20,6,61,9,2,5,9,16,29,2,10,7,22,34,6,18,3,37,2,104470,Jor. 2,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UNI.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/DGC.png
UNI,BAR,Local,13,1,7,5,22,22,1,9,3,5,42,3,22,3,42,16,4,6,4,17,39,3,19,6,45,28,0,10,2,33,3,104485,Jor. 3,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UNI.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/BAR.png
UNI,LLT,Visitante,14,2,6,12,20,24,4,9,5,22,41,2,19,1,42,24,3,2,8,23,33,8,11,7,40,46,5,13,12,58,4,104488,Jor. 4,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UNI.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/LLT.png
UNI,GIR,Local,20,4,6,9,25,25,2,10,8,30,50,6,25,4,56,24,6,5,10,23,30,4,11,3,17,17,1,13,1,18,5,104496,Jor. 5,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UNI.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/GIR.png
VBC,Todos,Todas,26,4,6,10,36,33,4,14,7,31,42,5,17,5,55,13,2,4,8,12,47,8,14,5,35,24,1,13,4,26,NA,NA,Jor. NA,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/VBC.png,NA
VBC,Todos,Todas Local,29,5,6,10,39,28,3,13,7,25,41,4,17,6,59,15,2,4,9,13,42,7,17,5,38,27,1,11,4,26,NA,NA,Jor. NA,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/VBC.png,NA
VBC,Todos,Todas  Visitante,22,2,6,10,32,39,6,16,8,40,44,8,16,4,50,10,1,3,6,11,54,8,10,5,31,20,2,15,4,26,NA,NA,Jor. NA,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/VBC.png,NA
VBC,BAR,Local,18,3,6,10,29,34,5,12,9,28,41,4,15,5,54,9,1,3,6,5,50,7,18,5,43,22,1,12,5,31,1,104467,Jor. 1,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/VBC.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/BAR.png
VBC,BRE,Visitante,22,3,8,12,36,41,9,12,9,38,48,7,18,5,57,17,1,6,10,20,51,11,6,2,35,22,3,17,5,24,2,104474,Jor. 2,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/VBC.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/BRE.png
VBC,HIO,Visitante,23,1,4,8,29,37,3,19,6,41,39,8,15,3,43,3,1,0,2,2,56,6,15,8,27,19,0,13,3,27,3,104483,Jor. 3,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/VBC.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/HIO.png
VBC,JOV,Local,33,5,6,8,36,29,3,8,8,37,40,4,18,6,59,21,3,3,10,26,45,9,12,6,40,24,1,8,3,14,4,104493,Jor. 4,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/VBC.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/JOV.png
VBC,BUR,Local,35,6,7,13,51,22,2,18,4,11,43,4,18,8,63,16,3,7,11,9,32,6,20,5,30,34,1,13,5,33,5,104502,Jor. 5,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/VBC.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/BUR.svg
