abb,rival,is_local,base_puntos,base_x3pt,base_rebotes,base_asistencias,base_valoracion,alero_puntos,alero_x3pt,alero_rebotes,alero_asistencias,alero_valoracion,pivot_puntos,pivot_x3pt,pivot_rebotes,pivot_asistencias,pivot_valoracion,base_puntos_encontra,base_x3pt_encontra,base_rebotes_encontra,base_asistencias_encontra,base_valoracion_encontra,alero_puntos_encontra,alero_x3pt_encontra,alero_rebotes_encontra,alero_asistencias_encontra,alero_valoracion_encontra,pivot_puntos_encontra,pivot_x3pt_encontra,pivot_rebotes_encontra,pivot_asistencias_encontra,pivot_valoracion_encontra,num_jornada,id_match,matchweek_number,logo_cuadrado,logo_rival
UNI,CAZ,Visitante,5.7,1.3,1.7,2.3,6.3,7.8,1.5,2.2,2,7,7.6,1,3,0.8,5.2,9,0,0.5,3,7.5,7,0.5,2.2,0.3,7.7,3.8,0.2,2.8,0.6,4.4,7,104514,Jor. 7,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/UNI.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/CAZ.png
VBC,Todos,Todas,10,1,2,4,13,7,1,3,1,7,9,1,4,1,12,6,1,1,3,4,8,2,2,1,7,6,0,3,1,7,NA,NA,Jor. NA,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/VBC.png,NA
VBC,Todos,Todas Local,10,1,2,4,13,7,1,3,1,7,9,1,4,1,13,7,1,2,3,5,8,1,3,1,7,7,0,3,1,7,NA,NA,Jor. NA,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/VBC.png,NA
VBC,Todos,Todas  Visitante,9,1,2,4,12,7,1,3,2,7,9,1,4,1,11,5,1,1,3,4,9,2,2,1,7,5,0,3,1,7,NA,NA,Jor. NA,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/VBC.png,NA
VBC,BAR,Local,9,1.5,3,5,14.5,6.8,1,2.4,1.8,5.6,10.2,1,3.8,1.2,13.5,4.5,0.5,1.5,3,2.5,8.3,1.2,3,0.8,7.2,5.5,0.2,3,1.2,7.8,1,104467,Jor. 1,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/VBC.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/BAR.png
VBC,BRE,Visitante,11,1.5,4,6,18,8.2,1.8,2.4,1.8,7.6,12,1.8,4.5,1.2,14.2,5.7,0.3,2,3.3,6.7,12.8,2.8,1.5,0.5,8.8,4.4,0.6,3.4,1,4.8,2,104474,Jor. 2,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/VBC.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/BRE.png
VBC,HIO,Visitante,11.5,0.5,2,4,14.5,6.2,0.5,3.2,1,6.8,9.8,2,3.8,0.8,10.8,3,1,0,2,2,8,0.9,2.1,1.1,3.9,4.8,0,3.2,0.8,6.8,3,104483,Jor. 3,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/VBC.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/HIO.png
VBC,JOV,Local,11,1.7,2,2.7,12,5.8,0.6,1.6,1.6,7.4,10,1,4.5,1.5,14.8,7,1,1,3.3,8.7,11.2,2.2,3,1.5,10,6,0.2,2,0.8,3.5,4,104493,Jor. 4,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/VBC.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/JOV.png
VBC,BUR,Local,11.7,2,2.3,4.3,17,5.5,0.5,4.5,1,2.8,8.6,0.8,3.6,1.6,12.6,5.3,1,2.3,3.7,3,6.4,1.2,4,1,6,8.5,0.2,3.2,1.2,8.2,5,104502,Jor. 5,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/VBC.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/BUR.svg
VBC,COV,Visitante,5.7,1,1.3,2,4.7,7.5,1.5,3,1.8,7.2,6.4,0.6,4.4,1.2,7,7.5,1.5,1.5,3,4,7.6,1.4,2.6,1.2,8.6,6.4,0.6,3.2,1.4,9.2,6,104510,Jor. 6,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/VBC.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/COV.png
VBC,LLT,Local,7.5,0,1.5,3.5,8.5,9,1,2.4,1.4,10.6,7.2,0.6,2.8,1.2,9.4,9.5,1.5,2,3,4.5,4.8,1.2,1,0.6,4.4,6.5,0.7,2.5,1.3,7.3,7,104518,Jor. 7,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/VBC.png,https://raw.githubusercontent.com/IvoVillanueva/acbLogosCuadrados/6619f59f8ffb70434097d865e0aab02d1aa0fc2c/LLT.png
